Jurisdiction ,Facility Name,Facility Type,Total RC,Date
San Mateo,Maguire Correctional Facility,II,688,10/16/2018
San Mateo,Maple Steet Correctional Facility,II,504,10/16/2018
San Mateo,Men's & Women's Transitional Facilities,III,,10/16/2018
San Mateo,SM Transitional Facility,IV,88,10/16/2018
Santa Barbara,Medium Security Facility,II,160,10/16/2018
Santa Barbara,Santa Barbara County Main Jail,II,659,10/16/2018
Santa Clara,Elmwood Complex - Men's facility,II,2316,10/16/2018
Santa Clara,Elmwood Complex - Women's Facility,II,634,10/16/2018
Santa Clara,Santa Clara County Main Jail,II,1353,10/16/2018
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,10/16/2018
Santa Cruz,Santa Cruz CountyJail,II,319,10/16/2018
Santa Cruz,Santa Cruz Medium Security,II,96,10/16/2018
Shasta,Shasta County Main Jail,II,381,10/16/2018
Siskiyou,Siskiyou County Jail,II,104,10/16/2018
Solano,Claybank Facility,II,358,10/16/2018
Solano,Solano County Justice Center,II,712,10/16/2018
Solano,Stanton Correctional Facility,II,365,10/16/2018
Sonoma,Sonoma Main Adult Detention,II,848,10/16/2018
Sonoma,Sonoma-North County Facility,II,561,10/16/2018
Stanislaus,Public Safety Cntr Units 1 & 2,II,384,10/16/2018
Stanislaus,REACT Center,II,288,10/16/2018
Stanislaus,Stanislaus Co Public Safety Center,II,1014,10/16/2018
Sutter,Sutter County Jail,II,352,10/16/2018
Tehama,Tehama County Jail,II,191,10/16/2018
Trinity,Trinity Co. Detention Facility,II,53,10/16/2018
Tulare,Bob Wiley Detention Facility,II,696,10/16/2018
Tulare,Men's Correctional Facility,II,366,10/16/2018
Tulare,Pre-Trial Facility,II,384,10/16/2018
Tulare,Tulare County Jail,II,272,10/16/2018
Tuolumne,Tuolumne County Jail,II,147,10/16/2018
Ventura,Todd Road Jail,II,796,10/16/2018
Ventura,Ventura County Main Jail,II,828,10/16/2018
Yolo,Leinberger Center,II,120,10/16/2018
Yolo,Monroe Detention Center,II,272,10/16/2018
Yuba,Yuba County Jail,II,426,10/16/2018
Santa Ana PD,Santa Ana Police Facility,II,480,10/16/2018
Alameda,Glen Dyer Jail,II,904,4/25/2018
Alameda,Santa Rita Jail,II,3489,4/25/2018
Amador,Amador County Jail,II,76,4/25/2018
Butte,Butte County Jail,II,614,4/25/2018
Calaveras,Calaveras Co. Adult Detention Facility,II,128,4/25/2018
Colusa,Colusa County Jail,II,92,4/25/2018
Contra Costa,Marsh Creek Detention Facility,III,188,4/25/2018
Contra Costa,Martinez Detention Facility,II,695,4/25/2018
Contra Costa,West County Detention Facility,II,1104,4/25/2018
Del Norte,Del Norte County Jail,II,146,4/25/2018
El Dorado,El Dorado County Jail,II,303,4/25/2018
El Dorado,South Lake Tahoe Jail,II,158,4/25/2018
Fresno,Fresno County Main Jail,II,1064,4/25/2018
Fresno,Fresno North Annex Jail,II,1152,4/25/2018
Fresno,Fresno South Annex Jail,II,528,4/25/2018
Glenn,Glenn Co Adult Detention Fac,II,144,4/25/2018
Humboldt,Humboldt Co. Corr. Facility,II,417,4/25/2018
Imperial,Herbert Hughes Corr. Center,II,314,4/25/2018
Imperial,Imperial Adult Regional Fac.,II,276,4/25/2018
Inyo,Inyo County Jail,II,96,4/25/2018
Kern,Central Receiving Facility,II,292,4/25/2018
Kern,Lerdo Maximum/Medium,II,374,4/25/2018
Kern,Lerdo Minimum Facility,II,792,4/25/2018
Kern,Lerdo Pre-Trial Facility,II,1344,4/25/2018
Kings,Kings County Jail Facility,II,373,4/25/2018
Lake,Lake County Jail- Hill Road Facility,II,286,4/25/2018
Lassen,Lassen Adult Detention Facility,II,156,4/25/2018
Los Angeles,L A Inmate Reception Center,II,0,4/25/2018
Los Angeles,LA Century Reg. Det. Facility,II,1708,4/25/2018
Los Angeles,LA Men's Central Jail,II,3529,4/25/2018
Los Angeles,LA North County Corr. Facility,II,2214,4/25/2018
Los Angeles,LA Pitchess East Facility,II,926,4/25/2018
Los Angeles,LA Pitchess North Facility,II,832,4/25/2018
Los Angeles,LA Pitchess South (No. Annex),II,844,4/25/2018
Los Angeles,LA Twin Towers Corr. Facility,II,2484,4/25/2018
Madera,Madera Adult Correctional Fac,II,560,4/25/2018
Marin,Marin County Jail,II,349,4/25/2018
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,4/25/2018
Mendocino,Mendocino Adult Det. Facility,II,295,4/25/2018
Merced,John Latorraca Correctional Center,II,564,4/25/2018
Merced,Merced County Jail,II,189,4/25/2018
Modoc,Modoc County Jail,II,43,4/25/2018
Mono,Mono County Jail,II,48,4/25/2018
Monterey,Monterey County Jail,II,575,4/25/2018
Monterey,Monterey County Rehabilitation,II,250,4/25/2018
Napa,Napa County Jail,II,264,4/25/2018
Nevada,Wayne Brown Correctional Facility,II,284,4/25/2018
Orange,Intake Release Center,II,407,4/25/2018
Orange,James A Musick Facilities,II,713,4/25/2018
Orange,Orange County Mens Jail,II,1219,4/25/2018
Orange,Orange County Women's Jail,II,274,4/25/2018
Orange,Theo Lacy,II,2480,4/25/2018
Placer,Placer County Main Jail,II,492,4/25/2018
Placer,So. Placer Mimimum Security,II,120,4/25/2018
Placer,South Placer Jail,II,300,4/25/2018
Plumas,Plumas County Jail,II,67,4/25/2018
Riverside,Blythe Jail,II,79,4/25/2018
Riverside,Indio Jail,II,238,4/25/2018
Riverside,Larry D. Smith Correctional Facility,II,1458,4/25/2018
Riverside,Robert Presley Detention Ctr.,II,760,4/25/2018
Riverside,Southwest Detention Center,II,1094,4/25/2018
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,4/25/2018
Sacramento,Sacramento County Main Jail,II,2380,4/25/2018
San Benito,San Benito Adult Detention,II,142,4/25/2018
San Bernardino,San Bernardino Central Detention Center,II,772,4/25/2018
San Bernardino,San Bernardino Glen Helen,II,1070,4/25/2018
San Bernardino,San Bernardino High Desert Detention Center,II,2098,4/25/2018
San Bernardino,West Valley Detention Center,II,3072,4/25/2018
San Diego,East Mesa Reentry Facility,II,760,4/25/2018
San Diego,Facility # 8,II,200,4/25/2018
San Diego,George Bailey Detention Facility,II,1380,4/25/2018
San Diego,Las Colinas Women's Detention,II,1216,4/25/2018
San Diego,San Diego Central Jail,II,946,4/25/2018
San Diego,South Bay Detention Facility,II,386,4/25/2018
San Diego,Vista Detention Facility,II,807,4/25/2018
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,483,4/25/2018
San Francisco,San Francisco County Jail #2,II,392,4/25/2018
San Francisco,San Francisco County Jail #4,II,402,4/25/2018
San Francisco,San Francisco County Jail #5,II,768,4/25/2018
San Joaquin,John J. Zunino Facility,II,1195,4/25/2018
San Joaquin,San Joaquin County Honor Farm,II,493,4/25/2018
San Luis Obispo,San Luis Obispo County Jail,II,526,4/25/2018
San Luis Obispo,San Luis Obispo Honor Farm,III,120,4/25/2018
San Mateo,Maguire Correctional Facility,II,688,4/25/2018
San Mateo,Maple Steet Correctional Facility,II,504,4/25/2018
San Mateo,Men's & Women's Transitional Facilities,III,,4/25/2018
San Mateo,SM Transitional Facility,IV,88,4/25/2018
Santa Barbara,Medium Security Facility,II,160,4/25/2018
Santa Barbara,Santa Barbara County Main Jail,II,659,4/25/2018
Santa Barbara,Santa Maria Jail,II,28,4/25/2018
Santa Clara,Elmwood Complex - Men's facility,II,2316,4/25/2018
Santa Clara,Elmwood Complex - Women's Facility,II,634,4/25/2018
Santa Clara,Santa Clara County Main Jail,II,1353,4/25/2018
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,4/25/2018
Santa Cruz,Santa Cruz CountyJail,II,319,4/25/2018
Santa Cruz,Santa Cruz Medium Security,II,96,4/25/2018
Shasta,Shasta County Main Jail,II,381,4/25/2018
Siskiyou,Siskiyou County Jail,II,104,4/25/2018
Solano,Claybank Facility,II,358,4/25/2018
Solano,Solano County Justice Center,II,712,4/25/2018
Solano,Stanton Correctional Facility,II,365,4/25/2018
Sonoma,Sonoma Main Adult Detention,II,848,4/25/2018
Sonoma,Sonoma-North County Facility,II,561,4/25/2018
Stanislaus,Public Safety Cntr Units 1 & 2,II,384,4/25/2018
Stanislaus,Stanislaus Co Public Safety Center,II,534,4/25/2018
Sutter,Sutter County Jail,II,352,4/25/2018
Tehama,Tehama County Jail,II,191,4/25/2018
Trinity,Trinity Co. Detention Facility,II,53,4/25/2018
Tulare,Bob Wiley Detention Facility,II,696,4/25/2018
Tulare,Men's Correctional Facility,II,366,4/25/2018
Tulare,Pre-Trial Facility,II,384,4/25/2018
Tulare,Tulare County Jail,II,272,4/25/2018
Tuolumne,Tuolumne County Jail,II,147,4/25/2018
Ventura,Todd Road Jail,II,796,4/25/2018
Ventura,Ventura County Main Jail,II,828,4/25/2018
Yolo,Leinberger Center,II,120,4/25/2018
Yolo,Monroe Detention Center,II,272,4/25/2018
Yuba,Yuba County Jail,II,426,4/25/2018
Santa Ana PD,Santa Ana Police Facility,II,480,4/25/2018
Alameda,Glen Dyer Jail,II,904,10/24/2017
Alameda,Santa Rita Jail,II,3489,10/24/2017
Amador,Amador County Jail,II,76,10/24/2017
Butte,Butte County Jail,II,614,10/24/2017
Calaveras,Calaveras Co. Adult Detention Facility,II,128,10/24/2017
Colusa,Colusa County Jail,II,92,10/24/2017
Contra Costa,Marsh Creek Detention Facility,III,188,10/24/2017
Contra Costa,Martinez Detention Facility,II,695,10/24/2017
Contra Costa,West County Detention Facility,II,1104,10/24/2017
Del Norte,Del Norte County Jail,II,146,10/24/2017
El Dorado,El Dorado County Jail,II,303,10/24/2017
El Dorado,South Lake Tahoe Jail,II,158,10/24/2017
Fresno,Fresno County Main Jail,II,1064,10/24/2017
Fresno,Fresno North Annex Jail,II,1152,10/24/2017
Fresno,Fresno South Annex Jail,II,528,10/24/2017
Glenn,Glenn Co Adult Detention Fac,II,144,10/24/2017
Humboldt,Humboldt Co. Corr. Facility,II,417,10/24/2017
Imperial,Herbert Hughes Corr. Center,II,314,10/24/2017
Imperial,Imperial Adult Regional  Fac.,II,276,10/24/2017
Inyo,Inyo County Jail,II,96,10/24/2017
Kern,Central Receiving Facility,II,292,10/24/2017
Kern,Lerdo Maximum/Medium,II,374,10/24/2017
Kern,Lerdo Minimum Facility,II,792,10/24/2017
Kern,Lerdo Pre-Trial Facility,II,1344,10/24/2017
Kings,Kings County Jail Facility,II,373,10/24/2017
Lake,Lake County Jail- Hill Road Facility,II,286,10/24/2017
Lassen,Lassen Adult Detention Facility,II,156,10/24/2017
Los Angeles,L A Inmate Reception Center,II,0,10/24/2017
Los Angeles,LA Century Reg. Det. Facility,II,1708,10/24/2017
Los Angeles,LA Men's Central Jail,II,3529,10/24/2017
Los Angeles,LA North County Corr. Facility,II,2214,10/24/2017
Los Angeles,LA Pitchess East Facility,II,926,10/24/2017
Los Angeles,LA Pitchess North Facility,II,832,10/24/2017
Los Angeles,LA Pitchess South (No.  Annex),II,844,10/24/2017
Los Angeles,LA Twin Towers Corr. Facility,II,2484,10/24/2017
Madera,Madera Adult Correctional Fac,II,560,10/24/2017
Marin,Marin County Jail,II,349,10/24/2017
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,10/24/2017
Mendocino,Mendocino Adult Det. Facility,II,295,10/24/2017
Merced,John Latorraca Correctional Center,II,564,10/24/2017
Merced,Merced County Jail,II,189,10/24/2017
Modoc,Modoc County Jail,II,43,10/24/2017
Mono,Mono County Jail,II,48,10/24/2017
Monterey,Monterey County Jail,II,575,10/24/2017
Monterey,Monterey County Rehabilitation,II,250,10/24/2017
Napa,Napa County Jail,II,264,10/24/2017
Nevada,Wayne Brown Correctional Facility,II,284,10/24/2017
Orange,Intake Release Center,II,407,10/24/2017
Orange,James A  Musick Facilities,II,713,10/24/2017
Orange,Orange County Mens Jail,II,1219,10/24/2017
Orange,Orange County Women's Jail,II,274,10/24/2017
Orange,Theo Lacy,II,2480,10/24/2017
Placer,Placer County Main Jail,II,492,10/24/2017
Placer,So. Placer Mimimum Security,II,120,10/24/2017
Placer,South Placer Jail,II,300,10/24/2017
Plumas,Plumas County Jail,II,67,10/24/2017
Riverside,Blythe Jail,II,79,10/24/2017
Riverside,Indio Jail,II,238,10/24/2017
Riverside,Larry D. Smith Correctional Facility,II,1458,10/24/2017
Riverside,Robert Presley Detention Ctr.,II,760,10/24/2017
Riverside,Southwest Detention Center,II,1094,10/24/2017
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,10/24/2017
Sacramento,Sacramento County Main Jail,II,2380,10/24/2017
San Benito,San Benito Adult Detention,II,142,10/24/2017
San Bernardino,San Bernardino Central Detention Center,II,772,10/24/2017
San Bernardino,San Bernardino Glen Helen,II,1070,10/24/2017
San Bernardino,San Bernardino High Desert Detention Center,II,2098,10/24/2017
San Bernardino,West Valley Detention Center,II,3072,10/24/2017
San Diego,East Mesa Reentry Facility,II,760,10/24/2017
San Diego,Facility # 8,II,200,10/24/2017
San Diego,George Bailey Detention Facility,II,1380,10/24/2017
San Diego,Las Colinas Women's Detention,II,1216,10/24/2017
San Diego,San Diego Central Jail,II,946,10/24/2017
San Diego,South Bay Detention Facility,II,386,10/24/2017
San Diego,Vista Detention Facility,II,807,10/24/2017
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,483,10/24/2017
San Francisco,San Francisco County Jail #2,II,392,10/24/2017
San Francisco,San Francisco County Jail #4,II,402,10/24/2017
San Francisco,San Francisco County Jail #5,II,768,10/24/2017
San Joaquin,John J. Zunino Facility,II,1195,10/24/2017
San Joaquin,San Joaquin County Honor Farm,II,493,10/24/2017
San Luis Obispo,San Luis Obispo County Jail,II,526,10/24/2017
San Luis Obispo,San Luis Obispo Honor Farm,III,120,10/24/2017
San Mateo,Maguire Correctional Facility,II,688,10/24/2017
San Mateo,Maple Steet Correctional Facility,II,504,10/24/2017
San Mateo,Men's & Women's Transitional Facilities,III,,10/24/2017
San Mateo,SM Transitional Facility,IV,88,10/24/2017
Santa Barbara,Medium Security Facility,II,160,10/24/2017
Santa Barbara,Santa Barbara County Main Jail,II,659,10/24/2017
Santa Barbara,Santa Maria Jail,II,28,10/24/2017
Santa Clara,Elmwood Complex - Men's facility,II,2316,10/24/2017
Santa Clara,Elmwood Complex - Women's Facility,II,634,10/24/2017
Santa Clara,Santa Clara County Main Jail,II,1353,10/24/2017
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,10/24/2017
Santa Cruz,Santa Cruz CountyJail,II,311,10/24/2017
Santa Cruz,Santa Cruz Medium Security,II,96,10/24/2017
Shasta,Shasta County Main Jail,II,381,10/24/2017
Siskiyou,Siskiyou County Jail,II,104,10/24/2017
Solano,Claybank Facility,II,358,10/24/2017
Solano,Solano County Justice Center,II,712,10/24/2017
Solano,Stanton Correctional Facility,II,365,10/24/2017
Sonoma,Sonoma Main Adult Detention,II,848,10/24/2017
Sonoma,Sonoma-North County Facility,II,561,10/24/2017
Stanislaus,Public Safety Cntr Units 1 & 2,II,384,10/24/2017
Stanislaus,Stanislaus Co Public Safety Center,II,510,10/24/2017
Stanislaus,Stanislaus County Men's Jail,II,342,10/24/2017
Sutter,Sutter County Jail,II,352,10/24/2017
Tehama,Tehama County Jail,II,191,10/24/2017
Trinity,Trinity Co. Detention Facility,II,53,10/24/2017
Tulare,Bob Wiley Detention Facility,II,696,10/24/2017
Tulare,Men's Correctional Facility,II,366,10/24/2017
Tulare,Pre-Trial Facility,II,384,10/24/2017
Tulare,Tulare County Jail,II,272,10/24/2017
Tuolumne,Tuolumne County Jail,II,147,10/24/2017
Ventura,Todd Road Jail,II,796,10/24/2017
Ventura,Ventura County Main Jail,II,828,10/24/2017
Yolo,Leinberger Center,II,120,10/24/2017
Yolo,Monroe Detention Center,II,272,10/24/2017
Yuba,Yuba County Jail,II,426,10/24/2017
Santa Ana PD,Santa Ana Police Facility,II,480,10/24/2017
Alameda,Glen Dyer Jail,II,904,2/28/2017
Alameda,Santa Rita Jail,II,3812,2/28/2017
Amador,Amador County Jail,II,76,2/28/2017
Butte,Butte County Jail,II,614,2/28/2017
Calaveras,Calaveras Co. Adult Detention Facility,II,128,2/28/2017
Colusa,Colusa County Jail,II,92,2/28/2017
Contra Costa,Marsh Creek Detention Facility,III,188,2/28/2017
Contra Costa,Martinez Detention Facility,II,695,2/28/2017
Contra Costa,West County Detention Facility,II,1104,2/28/2017
Del Norte,Del Norte County Jail,II,146,2/28/2017
El Dorado,El Dorado County Jail,II,303,2/28/2017
El Dorado,South Lake Tahoe Jail,II,158,2/28/2017
Fresno,Fresno County Main Jail,II,1064,2/28/2017
Fresno,Fresno North Annex Jail,II,1152,2/28/2017
Fresno,Fresno South Annex Jail,II,528,2/28/2017
Glenn,Glenn Co Adult Detention Fac,II,144,2/28/2017
Humboldt,Humboldt Co. Corr. Facility,II,417,2/28/2017
Imperial,Herbert Hughes Corr. Center,II,314,2/28/2017
Imperial,Imperial Adult Regional  Fac.,II,276,2/28/2017
Inyo,Inyo County Jail,II,96,2/28/2017
Kern,Central Receiving Facility,II,292,2/28/2017
Kern,Lerdo Maximum/Medium,II,374,2/28/2017
Kern,Lerdo Minimum Facility,II,792,2/28/2017
Kern,Lerdo Pre-Trial Facility,II,1344,2/28/2017
Kings,Kings County Branch Jail,II,203,2/28/2017
Kings,Kings County Jail Facility,II,373,2/28/2017
Lake,Lake County Jail- Hill Road Facility,II,286,2/28/2017
Lassen,Lassen Adult Detention Facility,II,156,2/28/2017
Los Angeles,L A Inmate Reception Center,II,0,2/28/2017
Los Angeles,LA Century Reg. Det. Facility,II,1708,2/28/2017
Los Angeles,LA Men's Central Jail,II,3529,2/28/2017
Los Angeles,LA North County Corr. Facility,II,2214,2/28/2017
Los Angeles,LA Pitchess East Facility,II,926,2/28/2017
Los Angeles,LA Pitchess North Facility,II,832,2/28/2017
Los Angeles,LA Pitchess South (No.  Annex),II,844,2/28/2017
Los Angeles,LA Twin Towers Corr. Facility,II,2484,2/28/2017
Madera,Madera Adult Correctional Fac,II,560,2/28/2017
Marin,Marin County Jail,II,349,2/28/2017
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,2/28/2017
Mendocino,Mendocino Adult Det. Facility,II,295,2/28/2017
Merced,John Latorraca Correctional Center,II,564,2/28/2017
Merced,Merced County Jail,II,189,2/28/2017
Modoc,Modoc County Jail,II,43,2/28/2017
Mono,Mono County Jail,II,48,2/28/2017
Monterey,Monterey County Jail,II,575,2/28/2017
Monterey,Monterey County Rehabilitation,II,250,2/28/2017
Napa,Napa County Jail,II,264,2/28/2017
Nevada,Wayne Brown Correctional Facility,II,284,2/28/2017
Orange,Intake Release Center,II,407,2/28/2017
Orange,James A  Musick Facilities,II,713,2/28/2017
Orange,Orange County Mens Jail,II,1219,2/28/2017
Orange,Orange County Women's Jail,II,274,2/28/2017
Orange,Theo Lacy,II,2480,2/28/2017
Placer,Placer County Main Jail,II,492,2/28/2017
Placer,So. Placer Mimimum Security,II,120,2/28/2017
Placer,South Placer Jail,II,300,2/28/2017
Plumas,Plumas County Jail,II,67,2/28/2017
Riverside,Blythe Jail,II,79,2/28/2017
Riverside,Indio Jail,II,238,2/28/2017
Riverside,Larry D. Smith Correctional Facility,II,1458,2/28/2017
Riverside,Robert Presley Detention Ctr.,II,760,2/28/2017
Riverside,Southwest Detention Center,II,1094,2/28/2017
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,2/28/2017
Sacramento,Sacramento County Main Jail,II,2380,2/28/2017
San Benito,San Benito Adult Detention,II,142,2/28/2017
San Bernardino,San Bernardino Central Detention Center,II,772,2/28/2017
San Bernardino,San Bernardino Glen Helen,II,1070,2/28/2017
San Bernardino,San Bernardino High Desert Detention Center,II,2098,2/28/2017
San Bernardino,West Valley Detention Center,II,3072,2/28/2017
San Diego,East Mesa Reentry Facility,II,760,2/28/2017
San Diego,Facility # 8,II,200,2/28/2017
San Diego,George Bailey Detention Facility,II,1380,2/28/2017
San Diego,Las Colinas Women's Detention,II,1216,2/28/2017
San Diego,San Diego Central Jail,II,946,2/28/2017
San Diego,South Bay Detention Facility,II,386,2/28/2017
San Diego,Vista Detention Facility,II,807,2/28/2017
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,483,2/28/2017
San Francisco,San Francisco County Jail #2,II,392,2/28/2017
San Francisco,San Francisco County Jail #4,II,402,2/28/2017
San Francisco,San Francisco County Jail #5,II,768,2/28/2017
San Francisco,San Francisco County Jail #6,II,372,2/28/2017
San Joaquin,John J. Zunino Facility,II,1195,2/28/2017
San Joaquin,San Joaquin County Honor Farm,II,493,2/28/2017
San Luis Obispo,San Luis Obispo County Jail,II,526,2/28/2017
San Luis Obispo,San Luis Obispo Honor Farm,III,120,2/28/2017
San Mateo,Maguire Correctional Facility,II,688,2/28/2017
San Mateo,Maple Steet Correctional Facility,II,504,2/28/2017
San Mateo,Men's & Women's Transitional Facilities,III,,2/28/2017
San Mateo,SM Transitional Facility,IV,88,2/28/2017
Santa Barbara,Medium Security Facility,II,160,2/28/2017
Santa Barbara,Santa Barbara County Main Jail,II,659,2/28/2017
Santa Barbara,Santa Maria Jail,II,28,2/28/2017
Santa Clara,Elmwood Complex - Men's facility,II,2316,2/28/2017
Santa Clara,Elmwood Complex - Women's Facility,II,634,2/28/2017
Santa Clara,Santa Clara County Main Jail,II,1353,2/28/2017
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,2/28/2017
Santa Cruz,Santa Cruz CountyJail,II,311,2/28/2017
Santa Cruz,Santa Cruz Medium Security,II,96,2/28/2017
